CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Balance_to_Salary,Age_Bucket,Tenure_Group,Engagement_Score,Product_Usage_Index,Dormant_Risk,Customer_Value_Score,Wealth_Flag,Loyalty_Index,Churn_Probability,Risk_Band,Retention_Action,Expected_Revenue_Loss
411,France,Male,29,0,59697.17,2,1,1,53483.21,0,1.116164378234249,<30,New,3,2.0,0,40.04713100000001,0,0.0,0.18611296896165574,Low Risk,Maintain relationship — Monthly newsletter,321.7475409731708
591,Spain,Female,39,3,0.0,3,1,0,140469.38,1,0.0,30-40,Mid,1,0.75,0,42.318114,0,4.5,0.5791011733115781,Medium Risk,Proactive engagement — Email + Product upgrade offer,813.4598277234992
533,France,Male,36,7,85311.7,1,0,1,156731.91,0,0.5443126143705237,30-40,Senior,1,0.125,0,81.30415299999999,0,10.5,0.26375294048396447,Low Risk,Maintain relationship — Monthly newsletter,863.4092559553974
553,Germany,Male,41,9,110112.54,2,0,0,81898.81,0,1.3444785769344276,40-50,Veteran,0,0.2,1,68.780559,1,9.0,0.44161879402774845,Medium Risk,Proactive engagement — Email + Product upgrade offer,1334.2358794877211
520,Spain,Female,42,6,0.0,2,1,1,34410.55,0,0.0,40-50,Senior,3,0.2857142857142857,0,10.479165,0,18.0,0.1539712492672548,Low Risk,Maintain relationship — Monthly newsletter,52.98235371473336
722,Spain,Female,29,9,0.0,2,1,1,142033.07,0,0.0,<30,Veteran,3,0.2,0,42.826521,0,27.0,0.08661089959338536,Low Risk,Maintain relationship — Monthly newsletter,123.01611964710276
475,France,Female,45,0,134264.04,1,1,0,27822.99,1,4.825477582474692,40-50,New,1,1.0,1,62.195013,1,0.0,0.7429690377485499,High Risk,Immediate outreach — Dedicated RM call + Premium offer,2201.7966931365313
490,Spain,Male,31,3,145260.23,1,0,1,114066.77,0,1.2734555080720873,30-40,Mid,1,0.25,0,92.471123,1,4.5,0.25216385530262303,Low Risk,Maintain relationship — Monthly newsletter,1020.2227572300908
804,Spain,Male,33,7,76548.6,1,0,1,98453.45,0,0.7775026928696469,30-40,Senior,1,0.125,0,60.396674999999995,0,10.5,0.19794241956957898,Low Risk,Maintain relationship — Monthly newsletter,497.9254430530032
850,France,Male,36,7,0.0,1,1,1,40812.9,0,0.0,30-40,Senior,2,0.125,0,12.49887,0,10.5,0.30321598058678145,Medium Risk,Proactive engagement — Email + Product upgrade offer,123.75123494090253
582,Germany,Male,41,6,70349.48,2,0,1,178074.04,0,0.3950552531112726,40-50,Senior,2,0.2857142857142857,0,81.736604,0,18.0,0.16394164577398374,Low Risk,Maintain relationship — Monthly newsletter,522.6017024831011
472,Spain,Male,40,4,0.0,1,1,0,70154.22,0,0.0,30-40,Mid,1,0.2,0,21.187866,0,2.0,0.5121364190950538,Medium Risk,Proactive engagement — Email + Product upgrade offer,359.2853101520661
465,France,Female,51,8,122522.32,1,0,0,181297.65,1,0.6758038187267252,50-60,Veteran,0,0.1111111111111111,1,103.537723,1,4.0,0.8130230793489435,High Risk,Immediate outreach — Dedicated RM call + Premium offer,3466.2612147248033
556,France,Female,61,2,117419.35,1,1,1,94153.83,0,1.2470879082889321,60+,New,2,0.3333333333333333,0,75.38068900000002,1,3.0,0.5264901453849848,Medium Risk,Proactive engagement — Email + Product upgrade offer,1732.11324950274
834,France,Female,49,2,131394.56,1,0,0,194365.76,1,0.6760135323550178,40-50,New,0,0.3333333333333333,1,111.117752,1,1.0,0.6489965614893652,High Risk,Immediate outreach — Dedicated RM call + Premium offer,2966.919451880834
660,Spain,Female,61,5,155931.11,1,1,1,158338.39,0,0.9847903923338341,60+,Mid,2,0.16666666666666666,0,110.071961,1,7.5,0.540475587269103,Medium Risk,Proactive engagement — Email + Product upgrade offer,2541.319508240405
776,Germany,Female,32,4,109421.13,2,1,1,126517.46,0,0.8648629614998475,30-40,Mid,3,0.4,0,81.95649,1,12.0,0.23168162182637228,Low Risk,Maintain relationship — Monthly newsletter,800.1350004310183
829,Germany,Female,27,9,112045.67,1,1,1,119708.21,1,0.9359820351333034,<30,Veteran,2,0.1,0,80.97943099999999,1,13.5,0.5361525327020462,Medium Risk,Proactive engagement — Email + Product upgrade offer,1843.2899947432377
637,Germany,Female,39,9,137843.8,1,1,1,117622.8,1,1.171903985417917,30-40,Veteran,2,0.1,0,90.61546,1,13.5,0.6170287886105438,High Risk,Immediate outreach — Dedicated RM call + Premium offer,2426.838396599284
550,Germany,Male,38,2,103391.38,1,0,1,90878.13,0,1.137680125238875,30-40,New,1,0.3333333333333333,0,68.784991,1,3.0,0.4870741759990622,Medium Risk,Proactive engagement — Email + Product upgrade offer,1449.829327238975
776,Germany,Female,37,2,103769.22,2,1,0,194099.12,0,0.5346169801440618,30-40,New,1,0.6666666666666666,1,99.970224,1,2.0,0.4121861793105029,Medium Risk,Proactive engagement — Email + Product upgrade offer,1655.4945132399287
698,Germany,Male,44,10,116363.37,2,1,0,198059.16,0,0.5875152781861834,40-50,Veteran,1,0.18181818181818182,1,106.17249599999998,1,10.0,0.4717049405419005,Medium Risk,Proactive engagement — Email + Product upgrade offer,2032.038373457891
585,Germany,Male,36,5,146050.97,2,0,0,86424.57,0,1.6899046196629075,30-40,Mid,0,0.3333333333333333,1,84.52325900000001,1,5.0,0.32558137684218286,Medium Risk,Proactive engagement — Email + Product upgrade offer,1232.411822970663
788,France,Female,33,5,0.0,2,0,0,116978.19,0,0.0,30-40,Mid,0,0.3333333333333333,0,35.329857000000004,0,5.0,0.12269438504777674,Low Risk,Maintain relationship — Monthly newsletter,143.52567086051985
655,Germany,Male,41,8,125561.97,1,0,0,164040.94,1,0.76542602458859,40-50,Veteran,0,0.1111111111111111,1,99.63357,1,4.0,0.7267966045744161,High Risk,Immediate outreach — Dedicated RM call + Premium offer,3017.404251225449
601,Germany,Male,42,1,98495.72,1,1,0,40014.76,1,2.4614231992594915,40-50,New,1,0.5,1,51.583016,1,0.5,0.7031015753550938,High Risk,Immediate outreach — Dedicated RM call + Premium offer,1666.394325889244
619,France,Male,43,1,125211.92,1,1,1,113410.49,0,1.1040496866763676,40-50,New,2,0.5,0,84.293615,1,1.5,0.4542938437066701,Medium Risk,Proactive engagement — Email + Product upgrade offer,1652.8769624814104
656,France,Male,45,5,127864.4,1,1,0,87107.57,0,1.4678739416799058,40-50,Mid,1,0.16666666666666666,1,77.47483100000001,1,2.5,0.661853480937879,High Risk,Immediate outreach — Dedicated RM call + Premium offer,2269.0744487660663
725,Germany,Male,19,0,75888.2,1,0,0,45613.75,0,1.6636767712198357,<30,New,0,1.0,1,44.256904999999996,0,0.0,0.3052096082679633,Medium Risk,Proactive engagement — Email + Product upgrade offer,602.4537035745451
511,Spain,Female,66,4,0.0,1,1,0,1643.11,1,0.0,60+,Mid,1,0.2,0,0.646233,0,2.0,0.8087529440695675,High Risk,Immediate outreach — Dedicated RM call + Premium offer,13.288700499301472
614,France,Male,51,4,40685.92,1,1,1,46775.28,0,0.8697981113504537,50-60,Mid,2,0.2,0,30.491152,0,6.0,0.486386439167842,Medium Risk,Proactive engagement — Email + Product upgrade offer,623.2902138641415
742,Germany,Male,35,5,136857.0,1,0,0,84509.57,0,1.6194068978590488,30-40,Mid,0,0.16666666666666666,1,80.31827100000001,1,2.5,0.5901807030316089,Medium Risk,Proactive engagement — Email + Product upgrade offer,2114.1663838509276
687,Germany,Female,27,9,152328.88,2,0,0,126494.82,0,1.2042206612044573,<30,Veteran,0,0.2,1,99.086098,1,9.0,0.31064526058204295,Medium Risk,Proactive engagement — Email + Product upgrade offer,1339.3550556472012
555,Spain,Male,33,1,56084.69,2,0,0,178798.13,0,0.3136742891310489,30-40,New,0,1.0,1,76.23981500000001,0,1.0,0.2322479893089099,Low Risk,Maintain relationship — Monthly newsletter,675.7661915172015
684,Spain,Male,56,8,78707.16,1,1,1,99398.36,0,0.7918276334978415,50-60,Veteran,2,0.1111111111111111,0,61.507572,0,12.0,0.4003857077130618,Medium Risk,Proactive engagement — Email + Product upgrade offer,1028.2412663148807
603,Germany,Male,26,4,109166.37,1,1,1,92840.67,0,1.1758337608532892,<30,Mid,2,0.2,0,71.699649,1,6.0,0.3431206162055021,Medium Risk,Proactive engagement — Email + Product upgrade offer,1067.7001218596736
751,Germany,Female,36,6,169831.46,2,1,1,27758.36,0,6.117989031447411,30-40,Senior,3,0.2857142857142857,0,76.485392,1,18.0,0.201617260132573,Low Risk,Maintain relationship — Monthly newsletter,740.7847178800293
581,Germany,Female,34,1,101633.04,1,1,0,110431.51,0,0.9203181200898177,30-40,New,1,0.5,1,73.956969,1,0.5,0.6278873494150092,High Risk,Immediate outreach — Dedicated RM call + Premium offer,1969.667483029763
735,Germany,Male,43,10,123180.01,2,1,1,196673.28,0,0.6263147880851527,40-50,Veteran,3,0.18181818181818182,0,108.494488,1,30.0,0.3061663555112398,Medium Risk,Proactive engagement — Email + Product upgrade offer,1356.4189083111773
661,Germany,Female,35,5,150725.53,2,0,1,113656.85,0,1.3261339185986714,30-40,Mid,2,0.3333333333333333,0,94.585567,1,15.0,0.23228836792230975,Low Risk,Maintain relationship — Monthly newsletter,964.2473892554104
675,France,Female,21,8,98373.26,1,1,0,18203.0,0,5.403936497473082,<30,Veteran,1,0.1111111111111111,1,45.01270400000001,1,4.0,0.3401768373882683,Medium Risk,Proactive engagement — Email + Product upgrade offer,731.2084791172632
738,Germany,Male,58,2,133745.44,4,1,0,28373.86,1,4.713518938948069,50-60,New,1,1.3333333333333333,1,62.231734,1,4.0,0.9042089379722954,High Risk,Immediate outreach — Dedicated RM call + Premium offer,2675.2354233884935
813,France,Male,29,6,0.0,1,1,0,33953.87,0,0.0,<30,Senior,1,0.14285714285714285,0,10.430061,0,3.0,0.5054734134326513,Medium Risk,Proactive engagement — Email + Product upgrade offer,171.62778568148497
657,Spain,Female,37,0,163607.18,1,0,1,44203.55,0,3.701138909908595,30-40,New,1,1.0,0,78.90103700000002,1,0.0,0.2973861578729463,Low Risk,Maintain relationship — Monthly newsletter,1104.5454522009975
604,Germany,Female,25,5,157780.84,2,1,1,58426.81,0,2.7004407661351677,<30,Mid,3,0.3333333333333333,0,80.821579,1,15.0,0.1813973474854826,Low Risk,Maintain relationship — Monthly newsletter,678.4052007610094
519,France,Male,36,9,0.0,2,0,1,145562.4,0,0.0,30-40,Veteran,2,0.2,0,43.82441999999999,0,27.0,0.07078802911230411,Low Risk,Maintain relationship — Monthly newsletter,103.04075408856856
735,France,Female,21,1,178718.19,2,1,0,22388.0,0,7.982410558756532,<30,New,1,1.0,1,78.42417599999999,1,1.0,0.2639308861990291,Low Risk,Maintain relationship — Monthly newsletter,1002.4738521339679
664,France,Male,55,8,0.0,2,1,1,139161.64,0,0.0,50-60,Veteran,3,0.2222222222222222,0,41.947692,0,24.0,0.14182365484746912,Low Risk,Maintain relationship — Monthly newsletter,197.36412399367754
678,France,Female,32,9,0.0,1,1,1,148210.64,0,0.0,30-40,Veteran,2,0.1,0,44.666592,0,13.5,0.30840727325371653,Medium Risk,Proactive engagement — Email + Product upgrade offer,457.0923934958821
757,Spain,Male,33,5,77253.22,1,0,1,194239.63,0,0.39771915896277726,30-40,Mid,1,0.16666666666666666,0,89.400277,0,7.5,0.25912695837217686,Low Risk,Maintain relationship — Monthly newsletter,903.6950836335028
416,Germany,Female,41,10,122189.66,2,1,0,98301.61,0,1.2429950740880633,40-50,Veteran,1,0.18181818181818182,1,78.49114700000001,1,10.0,0.44453935734343647,Medium Risk,Proactive engagement — Email + Product upgrade offer,1523.3516039605113
665,France,Female,34,1,96645.54,2,0,0,171413.66,0,0.5638114032953774,30-40,New,0,1.0,1,90.281814,0,1.0,0.25730288244194754,Low Risk,Maintain relationship — Monthly newsletter,938.3958084224104
777,France,Female,32,2,0.0,1,1,0,136458.19,1,0.0,30-40,New,1,0.3333333333333333,0,41.170557,0,1.0,0.5306608002554848,Medium Risk,Proactive engagement — Email + Product upgrade offer,724.1301230681499
543,France,Female,36,3,0.0,2,0,0,26019.59,0,0.0,30-40,Mid,0,0.5,0,7.968776999999999,0,3.0,0.18304476516624593,Low Risk,Maintain relationship — Monthly newsletter,47.62749741272001
506,France,Female,34,4,90307.62,1,1,1,159235.29,0,0.567129641113844,30-40,Mid,2,0.2,0,84.04543500000001,0,6.0,0.2747772162886093,Low Risk,Maintain relationship — Monthly newsletter,933.831825876085
493,France,Female,46,4,0.0,2,1,0,1907.66,0,0.0,40-50,Mid,1,0.4,0,0.720198,0,4.0,0.35932279893716645,Medium Risk,Proactive engagement — Email + Product upgrade offer,6.854657306204751
652,Spain,Female,75,10,0.0,2,1,1,114675.75,0,0.0,60+,Veteran,3,0.18181818181818182,0,34.598324999999996,0,30.0,0.2045400360543642,Low Risk,Maintain relationship — Monthly newsletter,234.55782039561254
750,Spain,Male,22,3,121681.82,1,1,0,128643.35,1,0.9458776852617313,<30,Mid,1,0.25,1,87.490733,1,1.5,0.4032661751316436,Medium Risk,Proactive engagement — Email + Product upgrade offer,1500.178359795356
729,France,Male,30,9,0.0,2,1,0,151869.35,0,0.0,<30,Veteran,1,0.2,0,45.779505,0,9.0,0.0777335976580751,Low Risk,Maintain relationship — Monthly newsletter,118.05350949493388
646,France,Female,46,4,0.0,3,1,0,93251.42,1,0.0,40-50,Mid,1,0.6,0,28.169226,0,6.0,0.8074953612316843,High Risk,Immediate outreach — Dedicated RM call + Premium offer,753.0008907826751
635,Germany,Female,28,3,81623.67,2,1,1,156791.36,0,0.520584485111392,<30,Mid,3,0.5,0,79.87737599999998,0,9.0,0.15032643121946798,Low Risk,Maintain relationship — Monthly newsletter,481.10275623117946
647,Spain,Female,44,5,0.0,3,1,1,174205.22,1,0.0,40-50,Mid,4,0.5,0,52.455666,0,22.5,0.9138767906436679,High Risk,Immediate outreach — Dedicated RM call + Premium offer,1592.021073669741
808,France,Male,45,7,118626.55,2,1,0,147132.46,0,0.8062513448674422,40-50,Senior,1,0.25,1,91.832758,1,7.0,0.5104611831267759,Medium Risk,Proactive engagement — Email + Product upgrade offer,1962.139077344483
524,France,Female,36,10,0.0,2,1,0,109614.57,0,0.0,30-40,Veteran,1,0.18181818181818182,0,33.041571,0,10.0,0.1414628664074283,Low Risk,Maintain relationship — Monthly newsletter,155.06391272217698
769,France,Male,29,8,0.0,2,1,1,172290.61,0,0.0,<30,Veteran,3,0.2222222222222222,0,51.917882999999996,0,24.0,0.06205946235002788,Low Risk,Maintain relationship — Monthly newsletter,106.92262624558336
730,Spain,Male,42,4,0.0,2,0,1,85982.47,0,0.0,40-50,Mid,2,0.4,0,26.013741,0,12.0,0.13349223370579533,Low Risk,Maintain relationship — Monthly newsletter,114.77991979841535
515,Spain,Male,35,10,176273.95,1,0,1,121277.78,0,1.45346077854675,30-40,Veteran,1,0.09090909090909091,0,107.04741399999999,1,15.0,0.22861246395462614,Low Risk,Maintain relationship — Monthly newsletter,1083.2245618977622
773,Spain,Male,41,9,102827.44,1,0,1,64595.25,0,1.591848443214583,40-50,Veteran,1,0.1,0,60.741451000000005,1,13.5,0.27845081469146477,Low Risk,Maintain relationship — Monthly newsletter,752.5136886897426
814,Germany,Male,29,8,97086.4,2,1,1,197276.13,0,0.49213205808498933,<30,Veteran,3,0.2222222222222222,0,98.261599,0,24.0,0.15583370633701588,Low Risk,Maintain relationship — Monthly newsletter,610.0093760355909
710,Spain,Male,22,8,0.0,2,0,0,99645.04,0,0.0,<30,Veteran,0,0.2222222222222222,0,30.106511999999995,0,8.0,0.0640992617424119,Low Risk,Maintain relationship — Monthly newsletter,63.87173500293103
413,France,Male,34,9,0.0,2,0,0,6534.18,0,0.0,30-40,Veteran,0,0.2,0,2.084154,0,9.0,0.08745904796519406,Low Risk,Maintain relationship — Monthly newsletter,5.714731620332118
665,France,Female,40,6,0.0,1,1,1,161848.03,0,0.0,30-40,Senior,2,0.14285714285714285,0,48.753909,0,9.0,0.4358645091293562,Medium Risk,Proactive engagement — Email + Product upgrade offer,705.4381214950331
623,France,Female,44,6,0.0,2,0,0,167162.43,0,0.0,40-50,Senior,0,0.2857142857142857,0,50.335629,0,6.0,0.35472727757936995,Medium Risk,Proactive engagement — Email + Product upgrade offer,592.97073707452
738,France,Male,31,9,82674.15,1,1,0,41970.72,0,1.9697584468780405,30-40,Veteran,1,0.1,1,45.882276,0,4.5,0.35126348033476384,Medium Risk,Proactive engagement — Email + Product upgrade offer,728.2360050479251
528,Spain,Male,36,7,0.0,2,1,0,60536.56,0,0.0,30-40,Senior,1,0.25,0,18.319367999999997,0,7.0,0.06946225785291568,Low Risk,Maintain relationship — Monthly newsletter,42.050061402485014
670,Spain,Female,65,1,0.0,1,1,1,177655.68,1,0.0,60+,New,2,0.5,0,53.497704,0,1.5,0.44161944692354516,Medium Risk,Proactive engagement — Email + Product upgrade offer,784.5620314442633
622,Spain,Female,46,4,107073.27,2,1,1,30984.59,1,3.455582740235058,40-50,Mid,3,0.4,0,52.311285000000005,1,12.0,0.5198592373783313,Medium Risk,Proactive engagement — Email + Product upgrade offer,1274.336822994886
582,Germany,Male,32,1,88938.62,1,1,1,10054.53,0,8.844747119246822,30-40,New,2,0.5,0,38.766406999999994,0,1.5,0.20589668377151837,Low Risk,Maintain relationship — Monthly newsletter,386.94528218311723
785,Germany,Female,36,2,99806.85,1,0,1,36976.52,0,2.6991223316220236,30-40,New,1,0.3333333333333333,0,51.251196,1,3.0,0.4806392062768051,Medium Risk,Proactive engagement — Email + Product upgrade offer,1137.145355536547
605,Spain,Male,33,5,150092.8,1,0,0,71862.79,0,2.0885733969778104,30-40,Mid,0,0.16666666666666666,1,81.777457,1,2.5,0.37578349251195825,Medium Risk,Proactive engagement — Email + Product upgrade offer,1398.096433776511
479,Germany,Male,35,9,92833.89,1,1,0,99449.86,1,0.9334649293128284,30-40,Veteran,1,0.1,1,67.112214,0,4.5,0.6030731564008839,High Risk,Immediate outreach — Dedicated RM call + Premium offer,1719.467951003709
685,Germany,Male,30,3,90536.81,1,0,1,63082.88,0,1.4351813807267404,<30,Mid,1,0.25,0,55.345088000000004,0,4.5,0.290938308787312,Low Risk,Maintain relationship — Monthly newsletter,710.3447918942935
538,Germany,Male,39,7,108055.1,2,1,0,27231.26,0,3.9679079150977556,30-40,Senior,1,0.25,1,51.55281800000001,1,7.0,0.36902324403947245,Medium Risk,Proactive engagement — Email + Product upgrade offer,897.9865497850153
562,France,Male,42,2,100238.35,1,0,0,86797.41,0,1.1548408548036768,40-50,New,0,0.3333333333333333,1,66.30316300000001,1,1.0,0.4922338730782855,Medium Risk,Proactive engagement — Email + Product upgrade offer,1414.0604780041742
675,Spain,Male,36,9,106190.55,1,0,1,22994.32,0,4.617920081129552,30-40,Veteran,1,0.1,0,49.577016,1,13.5,0.23189771621226943,Low Risk,Maintain relationship — Monthly newsletter,545.8302235050373
721,Germany,Male,28,9,154475.54,2,0,1,101300.94,1,1.524902089732931,<30,Veteran,2,0.2,0,92.396798,1,27.0,0.23359065770742363,Low Risk,Maintain relationship — Monthly newsletter,958.3103917759911
628,Germany,Female,30,9,132351.29,2,1,1,74169.13,0,1.7844284484872819,<30,Veteran,3,0.2,0,75.379655,1,27.0,0.17544430857352136,Low Risk,Maintain relationship — Monthly newsletter,594.5311285607685
668,Germany,Female,37,6,167864.4,1,1,0,115638.29,0,1.4516208115771032,30-40,Senior,1,0.14285714285714285,1,102.03764699999998,1,3.0,0.5286890423030857,Medium Risk,Proactive engagement — Email + Product upgrade offer,2386.328345392307
506,France,Female,41,1,0.0,2,1,0,31766.3,0,0.0,40-50,New,1,1.0,0,9.681689999999998,0,1.0,0.2469287305855428,Low Risk,Maintain relationship — Monthly newsletter,78.44012134399529
524,Germany,Female,31,8,107818.63,1,1,0,199725.39,1,0.5398316667116448,30-40,Veteran,1,0.1111111111111111,1,103.202269,1,4.0,0.66905324838299,High Risk,Immediate outreach — Dedicated RM call + Premium offer,2778.9973023946695
699,Germany,Male,34,4,185173.81,2,1,0,120834.48,0,1.5324456856545776,30-40,Mid,1,0.4,1,110.529568,1,4.0,0.2490857118285562,Low Risk,Maintain relationship — Monthly newsletter,1223.4644301594508
828,France,Male,34,8,129433.34,2,0,0,38131.77,0,3.3942810868447273,30-40,Veteran,0,0.2222222222222222,1,63.461267,1,8.0,0.21580698795257378,Low Risk,Maintain relationship — Monthly newsletter,640.9434092108309
674,Spain,Male,39,6,120193.42,1,0,0,100130.95,0,1.200350337729366,30-40,Senior,0,0.14285714285714285,1,78.31885299999999,1,3.0,0.4045277922556469,Medium Risk,Proactive engagement — Email + Product upgrade offer,1377.4890981247197
656,France,Female,39,6,0.0,2,1,0,141069.88,0,0.0,30-40,Senior,1,0.2857142857142857,0,42.517764,0,6.0,0.1623811333972441,Low Risk,Maintain relationship — Monthly newsletter,229.0708700261322
684,Germany,Female,48,10,126384.42,1,1,1,198129.36,0,0.6378851782230649,40-50,Veteran,2,0.09090909090909091,0,110.197776,1,15.0,0.6035230566348314,High Risk,Immediate outreach — Dedicated RM call + Premium offer,2721.2745989514356
